SAPID,Instalacao,Transformador,N_Serie_LABELEC,Data Colheita,2FAL,Diagnostico_furanicos,H2,CH4,C2H2,C2H4,C2H6,CO,CO2,O2,N2,Diagnostico_AC,COR,Massa_Volumica,Tensao_Interfacial,Tensao_Disruptiva,Indice_Acidez,Teor_Agua,Tangente_Delta_90,Diagnostico_FQ,Recomendacoes
280185857,SE PAMPILHOSA,TR 1,19350 C,2010-01-07,0.07,,10.1,30.2,15.3,149.7,25.2,47.4,1.36,36.3,79.6,,0.5,0.8706,33.3,67.6,0.012,7.2,0.002,,
280185857,SE PAMPILHOSA,TR 1,19350 C,2011-06-16,0.07,,10.6,36.8,21.9,201.4,33.4,77.4,1.64,36.6,74.0,,0.5,0.8669,34.8,43.3,0.008,11.0,0.002,,
280185857,SE PAMPILHOSA,TR 1,19350 C,2011-12-06,,,6.8,19.6,17.2,150.0,29.8,62.2,1.46,31.4,68.9,,,,,43.3,,11.9,,,
280185857,SE PAMPILHOSA,TR 1,19350 C,2012-09-27,0.09,,7.2,21.1,23.7,149.0,26.3,65.9,1.33,28.9,62.4,,0.5,0.8668,33.9,38.0,0.007,9.0,0.005,,
280185857,SE PAMPILHOSA,TR 1,19350 C,2013-10-24,0.09,,8.4,20.6,22.4,154.8,29.5,63.0,1.54,29.5,68.3,,0.5,0.8669,33.7,48.4,0.029,9.3,0.002,,
280185857,SE PAMPILHOSA,TR 1,19350 C,2014-04-21,,,6.4,17.6,23.4,202.3,35.8,38.2,1.43,29.9,70.2,,,,,71.4,,7.8,,,
280185857,SE PAMPILHOSA,TR 1,19350 C,2016-05-03,,,9.0,45.0,1.0,307.0,56.0,30.0,1.29,27.3,57.3,Defeito térmico de elevada temperatura,,,,67.0,,7.0,,Conforme.,Nova colheita dentro de cerca de 6 meses
280185857,SE PAMPILHOSA,TR 1,19350 C,2016-09-19,0.07,Sintomas de degradação ligeira do papel antes da substituição do óleo.,14.0,55.0,22.0,302.0,60.0,72.0,1.6,32.8,73.2,Defeito térmico de elevada temperatura,0.5,0.8669,36.0,74.0,0.02,9.0,0.005,Conforme.,"Nova colheita dentro de cerca de 6 meses. Passivação, regeneração ou substituição total do óleo."
280185857,SE PAMPILHOSA,TR 1,19350 C,2017-03-20,,,5.0,37.0,14.0,220.0,44.0,32.0,1.14,29.8,65.6,Defeito térmico de elevada temperatura,,,,78.0,,6.0,,Conforme.,Nova colheita dentro de cerca de 6 meses
280185857,SE PAMPILHOSA,TR 1,19350 C,2017-11-03,0.09,Sintomas de degradação ligeira do papel antes da substituição do óleo.,3.0,18.0,8.0,126.0,29.0,55.0,1.17,29.1,62.6,Defeito térmico de elevada temperatura,0.5,0.8669,36.0,88.0,0.02,3.0,0.005,Conforme.,Nova colheita dentro de cerca de 6 meses
280185857,SE PAMPILHOSA,TR 1,19350 C,2018-10-12,0.09,Sintomas de degradação ligeira do papel antes da substituição do óleo.,2.0,11.0,8.0,63.0,20.0,61.0,1.34,30.1,63.5,Estado normal,0.5,0.8669,36.0,77.0,0.02,9.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185857,SE PAMPILHOSA,TR 1,19350 C,2019-08-28,0.07,Sintomas de degradação ligeira do papel antes da substituição do óleo.,4.0,4.0,8.0,40.0,13.0,58.0,1.32,30.0,61.4,Estado normal,0.5,0.8669,35.0,81.0,0.02,9.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185857,SE PAMPILHOSA,TR 1,19350 C,2020-08-10,0.11,Sintomas de degradação ligeira do papel antes da substituição do óleo.,9.0,13.0,6.0,51.0,12.0,153.0,2.09,28.9,64.3,Estado normal,0.5,0.8669,34.0,59.0,0.02,9.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185858,SE OLIVEIRA DO HOSPITAL,TR 1,13179 C,1996-02-29,,,1.0,2.0,77.0,13.0,1.0,26.0,1.1,30.0,68.6,,2.5,0.859,23.9,91.5,0.022,7.5,0.021,,
280185858,SE OLIVEIRA DO HOSPITAL,TR 1,13179 C,1997-02-05,0.05,,2.0,2.0,56.0,8.0,2.0,31.0,1.0,26.1,59.9,,,,,,,9.1,,,
280185858,SE OLIVEIRA DO HOSPITAL,TR 1,13179 C,2001-01-22,0.28,,2.4,2.8,74.8,9.5,1.2,100.4,2.67,33.3,85.4,,3.5,0.861,22.8,62.5,0.034,13.8,0.027,,
280185858,SE OLIVEIRA DO HOSPITAL,TR 1,13179 C,2002-11-07,0.84,,5.4,4.0,77.2,9.4,1.4,162.3,2.9,25.9,68.6,,,,,,,,,,
280185858,SE OLIVEIRA DO HOSPITAL,TR 1,13179 C,2003-07-16,0.77,,11.4,4.4,79.0,10.0,1.2,248.8,2.14,21.7,68.1,,3.5,0.863,20.0,51.2,0.046,23.2,0.028,,
280185858,SE OLIVEIRA DO HOSPITAL,TR 1,13179 C,2004-09-22,1.38,,16.2,1.8,34.1,8.3,1.0,55.3,1.6,30.3,93.2,,4.0,0.863,21.9,61.3,0.024,22.6,0.033,,
280185858,SE OLIVEIRA DO HOSPITAL,TR 1,13179 C,2005-08-12,1.46,,7.0,2.2,27.9,4.0,1.0,108.7,1.27,29.8,73.6,,4.0,0.8641,19.2,57.6,0.091,13.6,0.034,,
280185858,SE OLIVEIRA DO HOSPITAL,TR 1,13179 C,2006-12-11,1.43,,1.2,1.6,13.0,3.9,1.0,41.4,1.0,36.4,81.7,,3.5,0.8641,19.8,80.9,0.08,14.2,0.034,,
280185858,SE OLIVEIRA DO HOSPITAL,TR 1,13179 C,2007-04-16,1.22,,2.0,1.4,6.5,1.5,2.2,32.8,1.0,26.9,59.7,,3.5,0.8641,17.3,66.9,0.078,13.0,0.037,,
280185858,SE OLIVEIRA DO HOSPITAL,TR 1,13179 C,2011-12-21,1.12,,,,,,,,,,,,3.5,0.8608,18.6,94.1,0.068,6.1,0.03,,
280185858,SE OLIVEIRA DO HOSPITAL,EX TR 1,13179 C,2016-10-26,0.47,Sintomas de degradação significativa do papel.,3.0,1.0,1.0,1.0,1.0,26.0,1.0,30.6,65.7,Estado normal,3.0,0.864,22.0,69.0,0.04,14.0,0.021,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185859,SE SERTA,TR 2,LEL 2657,1997-04-22,,,5.0,1.0,1.0,13.0,1.0,70.0,1.0,29.2,64.0,,,,,,,6.2,,,
280185859,SE SERTA,TR 2,LEL 2657,2000-03-21,0.05,,2.7,1.2,1.0,7.9,1.0,79.0,1.0,31.0,73.0,,2.0,0.852,29.3,56.7,0.02,4.5,0.056,,
280185859,SE SERTA,TR 2,LEL 2657,2001-05-29,0.05,,4.3,1.0,1.0,7.4,1.0,53.0,1.0,27.0,69.0,,,,,67.8,,6.2,,,
280185859,SE SERTA,TR 2,LEL 2657,2002-09-20,0.05,,5.4,22.4,1.9,115.0,11.4,165.8,1.09,32.2,73.9,,1.5,0.85,30.6,62.4,0.026,9.6,0.03,,
280185859,SE SERTA,TR 2,LEL 2657,2003-07-30,,,7.0,23.7,2.2,110.5,10.8,176.8,1.04,30.1,65.6,,2.0,0.857,28.3,69.5,0.022,11.3,0.03,,
280185859,SE SERTA,TR 2,LEL 2657,2003-12-22,0.05,,4.1,10.2,1.0,64.6,6.7,137.9,1.0,28.4,66.3,,2.0,0.856,29.8,74.4,0.028,5.4,0.037,,
280185859,SE SERTA,TR 2,LEL 2657,2005-06-22,0.05,,4.9,4.1,1.0,29.2,4.4,86.3,1.0,26.0,55.6,,2.0,0.857,31.6,72.9,0.059,9.8,0.05,,
280185859,SE SERTA,TR 2,LEL 2657,2006-01-20,0.05,,2.1,3.6,1.0,1.0,1.0,17.7,1.0,19.4,45.4,,2.0,0.857,34.4,81.3,0.01,3.9,0.003,,
280185859,SE SERTA,TR 2,LEL 2657,2006-08-22,0.05,,5.9,5.4,1.0,38.0,4.8,108.9,1.0,34.6,76.4,,2.0,0.8571,31.8,78.7,0.061,10.8,0.054,,
280185859,SE SERTA,TR 2,LEL 2657,2007-06-05,0.05,,1.2,2.2,1.0,24.4,3.2,77.6,1.0,30.3,64.0,,2.5,0.8569,30.1,83.6,0.043,7.6,0.054,,
280185859,SE SERTA,TR 2,LEL 2657,2008-06-05,0.05,,1.0,1.2,1.0,12.3,1.5,75.3,1.0,33.9,69.4,,2.0,0.857,32.7,79.6,0.054,6.0,0.074,,
280185859,SE SERTA,TR 2,LEL 2657,2009-05-29,0.05,,1.0,1.0,1.0,8.7,1.0,64.4,1.0,32.0,65.1,,2.0,0.8575,31.6,44.4,0.05,3.4,0.061,,
280185859,SE SERTA,TR 2,LEL 2657,2010-01-21,0.05,,1.9,1.2,1.0,7.4,1.0,84.3,1.0,35.9,76.1,,2.0,0.8572,28.2,75.5,0.056,3.3,0.041,,
280185859,SE SERTA,TR 2,LEL 2657,2011-05-25,0.05,,2.1,1.0,1.0,7.6,1.0,79.3,1.0,32.9,69.0,,2.0,0.8539,31.6,80.1,0.04,4.8,0.03,,
280185859,SE SERTA,TR 2,LEL 2657,2012-09-18,0.05,,2.8,1.2,1.1,9.9,1.0,98.3,1.0,29.1,61.3,,2.0,0.8541,31.9,83.0,0.065,8.0,0.064,,
280185859,SE SERTA,TR 2,LEL 2657,2013-10-08,0.05,,3.8,1.9,1.0,5.9,1.0,65.2,1.0,29.3,67.2,,2.0,0.8552,30.7,77.2,0.054,5.1,0.03,,
280185859,SE SERTA,TR 2,LEL 2657,2016-06-27,0.05,Papel normal,5.0,1.0,1.0,5.0,1.0,58.0,1.0,28.2,59.6,Estado normal,2.0,0.8556,31.0,54.0,0.03,8.0,0.028,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185859,SE SERTA,TR 2,LEL 2657,2017-07-04,0.05,Papel normal,13.0,9.0,1.0,5.0,1.0,75.0,1.0,30.5,68.7,Estado normal,2.0,0.8556,32.0,73.0,0.08,6.0,0.047,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185859,SE SERTA,TR 2,LEL 2657,2018-08-02,0.05,Papel normal,6.0,1.0,1.0,6.0,1.0,53.0,1.0,30.1,67.2,Estado normal,2.0,0.8557,32.0,80.0,0.1,8.0,0.04,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185859,SE SERTA,TR 2,LEL 2657,2019-08-08,0.05,Papel normal,3.0,1.0,1.0,8.0,1.0,83.0,1.0,31.5,65.8,Estado normal,2.0,0.8556,32.0,85.0,0.06,5.0,0.043,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185859,SE SERTA,TR 2,LEL 2657,2020-08-11,0.05,Papel normal,2.0,1.0,1.0,9.0,1.0,88.0,1.0,30.6,64.3,Estado normal,2.0,0.8556,31.0,71.0,0.04,6.0,0.037,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185860,SE SERTA,TR 1,13173 C,1996-09-05,,,3.0,2.0,36.0,6.0,1.0,56.0,1.2,27.2,64.9,,2.5,0.86,23.0,26.8,0.025,45.0,0.016,,
280185860,SE SERTA,TR 1,13173 C,1997-04-24,,,2.0,2.0,30.0,6.0,1.0,27.0,1.2,25.0,56.8,,3.0,0.861,21.6,70.1,0.027,14.7,0.022,,
280185860,SE SERTA,TR 1,13173 C,2000-03-21,0.17,,3.8,2.1,37.0,7.9,1.2,22.0,1.0,37.0,96.0,,3.0,0.862,19.6,74.5,0.025,11.2,0.02,,
280185860,SE SERTA,TR 1,13173 C,2001-05-29,0.17,,5.2,2.3,42.0,10.0,1.5,16.0,1.0,29.0,76.0,,3.0,0.862,21.0,61.0,0.03,24.4,0.018,,
280185860,SE SERTA,TR 1,13173 C,2002-09-20,0.06,,7.6,3.6,69.6,17.4,3.4,100.8,1.54,24.5,69.0,,3.0,0.859,20.1,23.5,0.036,47.0,0.021,,
280185860,SE SERTA,TR 1,13173 C,2003-07-30,0.2,,7.1,4.0,66.6,17.6,3.1,78.6,1.22,24.9,59.7,,3.0,0.863,19.9,45.9,0.034,28.6,0.019,,
280185860,SE SERTA,TR 1,13173 C,2003-12-22,0.05,,3.8,1.0,1.2,1.0,1.0,26.7,1.0,19.4,45.2,,0.5,0.87,39.8,77.4,0.006,3.6,0.002,,
280185860,SE SERTA,TR 1,13173 C,2005-06-22,0.05,,331.4,62.0,288.9,89.0,3.6,76.0,1.34,32.8,70.4,,0.5,0.8706,39.4,51.7,0.019,8.7,0.01,,
280185860,SE SERTA,TR 1,13173 C,2006-01-20,0.05,,4.0,23.1,1.0,81.4,9.7,229.4,1.59,35.7,81.1,,0.5,0.8684,31.3,41.8,0.058,7.3,0.04,,
280185860,SE SERTA,TR 1,13173 C,2006-08-22,,,14.4,2.9,9.4,1.7,1.4,154.0,1.52,28.9,68.1,,,,,,,,,,
280185860,SE SERTA,TR 1,13173 C,2007-06-05,0.05,,6.3,2.1,20.7,3.4,2.0,48.1,1.24,27.5,58.4,,0.5,0.868,34.3,61.0,0.007,6.4,0.002,,
280185860,SE SERTA,TR 1,13173 C,2008-06-05,0.05,,4.6,1.9,25.3,7.0,3.3,40.0,1.1,31.6,64.8,,0.5,0.8683,35.0,65.4,0.01,6.6,0.003,,
280185860,SE SERTA,TR 1,13173 C,2009-05-29,0.05,,5.4,2.1,33.6,9.6,4.4,28.3,1.0,30.0,62.3,,0.5,0.8685,34.2,53.5,0.01,7.7,0.002,,
280185860,SE SERTA,TR 1,13173 C,2010-01-21,0.05,,6.1,4.6,1.1,1.0,1.1,242.6,1.53,28.2,65.5,,0.5,0.8684,32.3,87.7,0.008,4.4,0.002,,
280185860,SE SERTA,TR 1,13173 C,2011-05-25,0.05,,9.0,2.1,34.3,15.1,6.5,24.1,1.0,30.6,64.1,,0.5,0.865,33.3,79.4,0.006,5.5,0.002,,
280185860,SE SERTA,TR 1,13173 C,2012-09-18,0.05,,10.7,2.2,48.3,17.4,7.2,34.8,1.0,27.4,58.0,,0.5,0.865,34.2,57.9,0.009,6.1,0.003,,
280185860,SE SERTA,TR 1,13173 C,2013-10-08,0.05,,8.4,3.2,20.3,7.7,6.5,41.0,1.0,29.9,69.7,,0.5,0.8651,33.2,67.0,0.002,3.0,0.002,,
280185860,SE SERTA,TR 1,13173 C,2016-06-27,0.05,Papel normal,7.0,1.0,18.0,4.0,2.0,18.0,1.0,27.2,57.3,Estado normal,0.5,0.8651,33.0,95.0,0.02,5.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185860,SE SERTA,TR 1,13173 C,2017-07-04,0.05,Papel normal,7.0,9.0,20.0,4.0,3.0,24.0,1.0,28.8,63.7,Estado normal,0.5,0.8651,33.0,81.0,0.02,6.0,0.005,Conforme.,"Nova colheita com periodicidade pré-estabelecida. Passivação, regeneração ou substituição total do óleo."
280185860,SE SERTA,TR 1,13173 C,2018-08-02,0.05,Papel normal,4.0,1.0,13.0,4.0,2.0,17.0,1.0,29.1,65.0,Estado normal,0.5,0.8651,32.0,78.0,0.02,6.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185860,SE SERTA,TR 1,13173 C,2019-08-08,0.05,Papel normal,10.0,2.0,19.0,6.0,5.0,29.0,1.0,32.1,69.9,Estado normal,0.5,0.8616,31.0,90.0,0.02,8.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185860,SE SERTA,TR 1,13173 C,2020-08-11,0.05,Papel normal,9.0,2.0,16.0,10.0,3.0,29.0,1.0,29.1,61.0,Estado normal,0.5,0.8651,32.0,99.0,0.02,5.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185861,SE LOUSÃƒ,TR 1,LEL 17871,1996-07-10,,,13.0,3.0,14.0,7.0,1.0,95.0,1.5,19.0,60.7,,3.0,0.851,23.4,89.0,0.021,13.5,0.012,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,1997-03-24,,,24.0,3.0,13.0,8.0,2.0,102.0,1.6,15.2,55.8,,,,,,,,,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2000-03-21,0.05,,11.0,3.0,8.0,18.0,4.2,62.0,2.12,29.0,73.0,,3.5,0.853,20.5,83.7,0.049,4.1,0.02,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2001-07-27,0.05,,30.5,5.2,17.0,34.4,6.3,174.4,2.93,30.0,92.0,,3.5,0.852,18.6,83.6,0.06,12.4,0.019,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2002-09-10,0.05,,14.6,4.7,10.3,33.4,4.9,110.9,1.84,23.7,68.8,,3.5,0.851,18.4,67.6,0.09,10.7,0.022,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2003-06-24,0.05,,30.5,23.0,12.7,105.3,10.6,141.2,1.62,26.6,68.7,,4.0,0.855,17.9,50.0,0.082,10.2,0.021,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2004-07-14,0.34,,24.1,76.1,2.3,131.5,60.6,561.7,10.08,16.4,76.6,,4.5,0.857,18.3,52.4,0.104,23.4,0.036,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2005-05-31,0.56,,27.7,39.9,13.7,242.0,44.7,121.2,2.79,24.6,65.0,,4.5,0.8563,17.6,91.9,0.124,12.8,0.037,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2005-08-30,,,26.7,54.7,17.1,311.0,55.1,108.5,2.63,27.2,67.4,,,,,,,,,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2006-02-23,,,22.4,43.6,13.0,300.6,51.9,129.7,2.34,30.8,76.1,,,,,,,,,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2006-04-17,0.59,,26.1,70.4,13.8,433.3,62.5,122.2,2.41,28.7,72.0,,4.5,0.8564,18.0,86.4,0.14,11.6,0.053,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2006-08-22,,,31.1,86.4,8.4,435.3,59.1,90.4,1.62,30.8,71.9,,,,,,,,,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2007-01-23,0.49,,23.3,104.1,9.5,586.2,80.8,115.0,2.02,29.8,67.7,,4.5,0.8564,17.8,98.1,0.094,8.8,0.035,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2007-04-16,,,15.5,44.6,6.1,412.7,60.8,114.6,1.99,24.4,60.0,,,,,,,,,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2008-05-09,0.32,,21.2,101.9,6.4,679.6,93.1,95.8,2.37,31.0,70.4,,4.5,0.8564,17.6,58.8,0.109,13.7,0.036,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2008-08-28,,,19.9,41.6,7.2,432.8,67.9,187.1,2.88,23.6,65.1,,,,,,,,,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2009-04-30,0.32,,58.1,192.4,12.3,900.0,117.4,98.2,2.26,30.3,77.6,,4.5,0.8566,17.0,92.8,0.103,16.1,0.042,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2009-09-04,,,20.1,147.7,15.1,955.9,126.8,74.7,1.61,29.1,70.0,,,,,,,,,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2010-03-05,0.17,,11.1,60.3,11.1,541.0,78.3,49.2,1.0,19.7,46.0,,4.5,0.8564,17.5,73.0,0.141,10.6,0.028,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2010-09-21,,,28.7,54.0,13.0,421.4,66.9,84.3,1.25,31.7,74.8,,,,,82.5,,11.4,,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2011-06-15,0.33,,11.2,55.2,12.7,531.6,76.1,49.8,1.09,33.5,72.7,,4.0,0.853,15.8,89.6,0.107,8.1,0.024,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2012-08-22,0.31,,16.7,9.9,9.6,179.2,32.2,46.5,1.0,28.1,61.6,,4.0,0.853,17.9,86.3,0.118,6.8,0.037,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2013-02-05,,,11.4,31.4,10.2,267.7,45.7,43.4,1.1,29.1,66.8,,,,,85.1,,7.5,,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2013-10-25,0.33,,17.8,44.3,9.9,289.5,47.1,39.3,1.03,29.8,70.0,,4.5,0.853,17.4,57.1,0.19,8.1,0.029,,
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2016-07-28,0.05,Sintomas de degradação ligeira do papel antes da substituição do óleo.,5.0,8.0,2.0,36.0,7.0,120.0,1.97,25.0,56.9,Estado normal,1.0,0.8681,35.0,97.0,0.02,7.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2017-08-23,0.05,Sintomas de degradação ligeira do papel antes da substituição do óleo.,7.0,13.0,4.0,77.0,13.0,80.0,1.5,28.1,65.3,Estado normal,1.0,0.8681,31.0,66.0,0.02,4.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2018-08-08,0.05,Sintomas de degradação ligeira do papel antes da substituição do óleo.,1.0,10.0,4.0,84.0,15.0,44.0,1.0,28.6,65.9,Estado normal,0.5,0.8682,33.0,80.0,0.02,4.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2019-07-08,0.05,Sintomas de degradação ligeira do papel antes da substituição do óleo.,8.0,16.0,5.0,106.0,20.0,69.0,1.3,29.7,65.9,Defeito térmico de elevada temperatura,1.0,0.8681,33.0,81.0,0.02,4.0,0.005,Conforme.,Nova colheita dentro de cerca de 6 meses.
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2020-02-03,,,11.0,37.0,3.0,181.0,28.0,54.0,1.34,31.1,64.3,Defeito térmico de elevada temperatura,,,,85.0,,3.0,,Conforme.,Nova colheita dentro de cerca de 3 meses.
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2020-05-06,,,10.0,31.0,5.0,155.0,28.0,48.0,1.12,28.1,59.9,Defeito térmico de elevada temperatura,,,,84.0,,4.0,,Conforme.,Nova colheita dentro de cerca de 6 meses.
280185861,SE LOUSÃƒ,TR 1,LEL 17871,2020-07-30,0.05,Sintomas de degradação ligeira do papel antes da substituição do óleo.,20.0,52.0,7.0,201.0,34.0,72.0,1.14,26.1,55.9,Defeito térmico de elevada temperatura,1.0,0.8681,33.0,95.0,0.02,4.0,0.005,Conforme.,Nova colheita dentro de cerca de 6 meses.
280185862,SE CANDOSA,TR 2,LEL 60264,1998-03-12,0.05,,2.0,1.0,1.0,1.0,1.0,24.0,1.0,15.0,61.0,,0.5,0.85,36.6,55.3,0.005,3.6,0.003,,
280185862,SE CANDOSA,TR 2,LEL 60264,2001-01-22,0.26,,11.6,3.0,1.0,1.0,1.0,123.3,1.27,16.5,45.5,,1.5,0.85,29.5,83.7,0.003,5.3,0.002,,
280185862,SE CANDOSA,TR 2,LEL 60264,2002-02-19,0.05,,6.0,3.8,1.0,1.0,1.4,146.7,1.87,26.4,73.4,,2.0,0.852,32.3,85.0,0.013,2.6,0.002,,
280185862,SE CANDOSA,TR 2,LEL 60264,2003-02-06,0.05,,15.1,4.4,1.0,1.0,1.5,177.7,2.32,20.7,55.9,,2.0,0.853,27.6,70.0,0.008,4.7,0.003,,
280185862,SE CANDOSA,TR 2,LEL 60264,2004-09-20,0.05,,1.6,4.4,2.2,2.0,1.0,243.6,3.61,17.3,68.5,,2.5,0.853,29.7,58.3,0.037,8.3,0.003,,
280185862,SE CANDOSA,TR 2,LEL 60264,2005-08-30,0.05,,22.6,5.4,1.0,1.8,2.1,251.7,3.64,21.2,57.6,,2.5,0.8558,24.2,76.4,0.067,10.7,0.006,,
280185862,SE CANDOSA,TR 2,LEL 60264,2006-04-19,0.05,,14.6,3.6,1.0,1.5,1.8,140.3,2.83,27.8,66.9,,2.5,0.8559,24.2,38.6,0.041,5.5,0.004,,
280185862,SE CANDOSA,TR 2,LEL 60264,2007-03-06,0.05,,12.2,3.9,1.0,1.5,1.7,151.8,2.92,24.3,57.7,,2.5,0.8558,23.9,52.2,0.037,4.6,0.004,,
280185862,SE CANDOSA,TR 2,LEL 60264,2008-05-05,0.05,,9.8,3.5,1.0,1.4,1.6,147.2,2.63,24.9,58.8,,2.5,0.8558,25.7,79.5,0.03,8.3,0.005,,
280185862,SE CANDOSA,TR 2,LEL 60264,2009-04-27,0.05,,6.6,2.5,1.0,1.0,1.3,88.8,2.13,25.9,65.4,,2.5,0.8559,24.4,44.2,0.039,11.2,0.006,,
280185862,SE CANDOSA,TR 2,LEL 60264,2010-01-06,0.05,,4.9,3.1,1.0,1.2,1.4,110.2,2.26,30.8,68.3,,2.5,0.8559,24.1,89.1,0.04,3.0,0.004,,
280185862,SE CANDOSA,TR 2,LEL 60264,2011-01-04,0.05,,6.4,2.8,1.0,1.2,1.3,108.0,2.03,28.7,63.9,,2.5,0.8524,22.8,49.4,0.036,11.3,0.004,,
280185862,SE CANDOSA,TR 2,LEL 60264,2012-08-22,0.05,,19.7,3.0,1.0,3.9,1.6,128.2,2.04,24.1,55.9,,2.5,0.8524,24.9,72.3,0.053,5.1,0.004,,
280185862,SE CANDOSA,TR 2,LEL 60264,2013-07-24,0.05,,13.0,3.4,1.0,5.8,2.0,138.0,2.1,23.7,59.4,,2.5,0.8524,21.0,85.6,0.046,6.4,0.005,,
280185862,SE CANDOSA,TR 2,LEL 60264,2017-08-18,0.05,Papel normal,10.0,19.0,1.0,9.0,3.0,146.0,2.1,24.2,55.6,Estado normal,2.5,0.8524,23.0,64.0,0.03,9.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185862,SE CANDOSA,TR 2,LEL 60264,2018-08-30,0.05,Papel normal,7.0,8.0,1.0,45.0,8.0,127.0,1.0,26.1,65.8,Estado normal,2.5,0.8525,24.0,81.0,0.05,4.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185862,SE CANDOSA,TR 2,LEL 60264,2019-07-09,0.05,Papel normal,8.0,13.0,1.0,70.0,12.0,99.0,1.82,23.9,59.6,Estado normal,2.5,0.8525,25.0,86.0,0.04,5.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185862,SE CANDOSA,TR 2,LEL 60264,2020-07-30,0.05,Papel normal,11.0,5.0,1.0,27.0,6.0,131.0,1.7,25.1,55.0,Estado normal,3.0,0.8525,23.0,46.0,0.04,6.0,0.006,Conforme.,Nova colheita com periodicidade pré-estabelecida
280185863,SE CANDOSA,TR 1,13172 C,1996-09-05,,,4.0,3.0,46.0,9.0,1.0,146.0,2.3,24.1,66.3,,3.0,0.859,21.4,64.7,0.036,11.0,0.019,,
280185863,SE CANDOSA,TR 1,13172 C,1997-04-24,,,1.0,2.0,36.0,8.0,1.0,38.0,2.0,24.2,60.5,,3.5,0.861,21.6,69.7,0.032,13.0,0.029,,
280185863,SE CANDOSA,TR 1,13172 C,1998-03-12,0.36,,3.0,2.0,47.0,10.0,1.3,71.0,2.2,26.0,73.0,,3.5,0.86,20.5,82.7,0.026,18.2,0.025,,
280185863,SE CANDOSA,TR 1,13172 C,2001-01-22,0.31,,1.6,1.2,26.9,5.9,1.0,15.5,1.0,29.6,72.2,,3.5,0.861,22.2,92.4,0.029,6.8,0.024,,
280185863,SE CANDOSA,TR 1,13172 C,2002-02-19,0.22,,114.4,1.0,17.0,4.0,1.0,10.3,1.0,28.9,72.8,,3.5,0.861,20.6,72.4,0.038,4.7,0.026,,
280185863,SE CANDOSA,TR 1,13172 C,2002-11-28,,,2.4,1.2,23.0,4.4,1.0,40.6,1.0,31.7,70.9,,,,,,,,,,
280185863,SE CANDOSA,TR 1,13172 C,2003-02-06,0.32,,1.0,1.1,19.0,3.6,1.0,30.9,1.0,29.5,66.4,,3.5,0.862,19.5,83.6,0.029,7.6,0.026,,
